"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
3.64622555999819e-23,-0.867520247692474,0.096,0.138,1.03250169182469e-18,"RAPGEF5"
4.51188092563485e-23,-0.660015596837078,0.334,0.389,1.27762932171202e-18,"PBX1"
5.30560397018621e-23,-0.916223738495458,0.08,0.12,1.50238787623763e-18,"AC019080.1"
7.39121179729563e-23,-0.532611306684599,0.242,0.3,2.0929694446402e-18,"LRMDA"
1.57727477324684e-22,-0.507645141676258,0.18,0.234,4.46636897540307e-18,"EXOC6B"
1.84059939400098e-22,-0.625283860913356,0.126,0.174,5.21202530399257e-18,"FBXW7"
1.91459149341572e-22,-0.893846974883113,0.07,0.109,5.4215487319053e-18,"LRP1B"
2.36873260702451e-22,-0.421727659989859,0.252,0.307,6.70754012331131e-18,"AKT3"
4.32709679670554e-22,-0.637979238709427,0.162,0.213,1.22530399992311e-17,"TTC28"
5.32682736506459e-22,-1.1397230619855,0.183,0.237,1.50839770496534e-17,"MAGI2"
1.02338505091754e-21,-0.552968931410655,0.147,0.198,2.89791944868319e-17,"BBS9"
1.39681580310385e-21,-0.47446694960634,0.175,0.227,3.95536330964917e-17,"SMYD3"
1.61463863691271e-21,-0.974843936770963,0.073,0.11,4.57217222814572e-17,"CHRM3"
1.61884213425412e-21,-0.557980064400912,0.213,0.266,4.58407527156739e-17,"FBXL17"
1.6617427635335e-21,-0.445307460526807,0.318,0.372,4.7055569834978e-17,"MED13L"
2.14075984886379e-21,-0.51634539813435,0.172,0.224,6.06198966402759e-17,"NR2F2-AS1"
2.43145658650817e-21,-0.518931404444565,0.225,0.278,6.88515561601518e-17,"FAM172A"
2.78580398484788e-21,-0.515574616298873,0.296,0.344,7.88856114389375e-17,"C6orf62"
3.50560874148223e-21,-0.705587902205544,0.137,0.183,9.92683227325524e-17,"ASAP1"
4.23358212517963e-21,-0.505756813200618,0.259,0.311,1.19882345038712e-16,"PALM2-AKAP2"
5.71359996804234e-21,-0.482501987281674,0.242,0.295,1.61792010295055e-16,"RBFOX2"
9.05177119589907e-21,-0.882387497904543,0.109,0.151,2.56319004954274e-16,"ATP6V1B1"
9.73914220270391e-21,-0.635237203426814,0.212,0.261,2.75783289753967e-16,"APBB2"
9.76806891413297e-21,-0.760372788572037,0.255,0.306,2.76602407441503e-16,"PTPRM"
1.89500065747912e-20,-0.663507930989044,0.21,0.261,5.36607336178361e-16,"ADGRL2"
2.3364725547833e-20,-0.526645031508546,0.309,0.36,6.61618933337987e-16,"MAGI1"
8.48574886845095e-20,-0.936138055675557,0.073,0.108,2.40290950707926e-15,"SORBS1"
1.05839021759499e-19,-0.618240493718327,0.183,0.231,2.99704357916373e-15,"FOS"
2.97095507708798e-19,-0.811156236165846,0.091,0.128,8.41285349179002e-15,"ZBTB16"
3.57988403434024e-19,-1.14295695460466,0.117,0.158,1.01371576200413e-14,"LDB2"
4.13426424143559e-19,-0.410146613636836,0.13,0.176,1.17069960524731e-14,"BICD1"
4.75238411441989e-19,-0.444752660689939,0.25,0.302,1.34573260968028e-14,"MBD5"
4.82335687790184e-19,-0.603969232696435,0.162,0.209,1.36582996711546e-14,"FOXO1"
5.45868101544283e-19,-1.00312714986677,0.071,0.105,1.54573470314295e-14,"CACNA2D3"
7.09264834524834e-19,-0.531990187519769,0.15,0.196,2.00842523192397e-14,"BTBD9"
7.43941006221088e-19,-0.693192755318778,0.11,0.15,2.10661774731626e-14,"PITPNC1"
9.45167101052389e-19,-0.441346441115039,0.206,0.255,2.67642968005005e-14,"SSBP2"
1.06888092908271e-18,-0.493183998614314,0.293,0.34,3.02675012688352e-14,"NBEAL1"
1.30297903352016e-18,-0.648053670020866,0.096,0.136,3.68964572921903e-14,"ANKRD36"
1.4752266886291e-18,-0.418068748593736,0.248,0.299,4.17739941419103e-14,"RABGAP1L"
1.59125552445387e-18,-0.61426976518742,0.068,0.103,4.50595826859603e-14,"XKR6"
2.09760486725282e-18,-0.850018784425962,0.102,0.14,5.93978770259981e-14,"EBF1"
2.33027088018206e-18,-0.84538582264613,0.078,0.114,6.59862805141153e-14,"CELF2"
2.57899311230232e-18,-0.569996398821514,0.247,0.293,7.30293479610647e-14,"PDLIM5"
2.76772981478509e-18,-0.472662890488314,0.192,0.241,7.83738051652695e-14,"VPS13B"
3.5099290019018e-18,-0.848118860247735,0.071,0.104,9.93906595468533e-14,"RUNX1T1"
3.6440403691465e-18,-0.497516650106369,0.182,0.23,1.03188291133121e-13,"CDKAL1"
3.96235062053373e-18,-0.720811785867782,0.074,0.109,1.12201882521654e-13,"FBXL7"
5.21545941120001e-18,-0.469998063823346,0.16,0.205,1.47686164146951e-13,"TANC2"
5.30554496658875e-18,-0.767226793648033,0.074,0.109,1.50237116818894e-13,"SNED1"
5.42657066247686e-18,-0.736856635041162,0.126,0.167,1.53664201449357e-13,"KCTD1"
5.82246546866091e-18,-1.05342136218299,0.102,0.139,1.64874754676071e-13,"GRB10"
9.55422072548945e-18,-0.586040741475489,0.335,0.379,2.70546868283685e-13,"CPEB4"
1.03787867189099e-17,-0.554916373819241,0.218,0.264,2.93896103519372e-13,"PPP3CA"
1.05659881023759e-17,-0.467217646241144,0.2,0.248,2.99197085094978e-13,"BCAS3"
1.13624470096282e-17,-0.722753306239701,0.203,0.245,3.21750411971641e-13,"EPAS1"
1.22422192220015e-17,-0.337195198296177,0.528,0.563,3.46662921709417e-13,"ARGLU1"
1.84588094651211e-17,-0.533206039961371,0.15,0.194,5.22698107623834e-13,"KLF12"
2.07612605936022e-17,-0.67542675397944,0.122,0.162,5.87896616229032e-13,"CBLB"
2.39039430376294e-17,-0.570640439836377,0.138,0.18,6.76887954996552e-13,"PSPC1"
3.95271363120569e-17,-0.800609146854653,0.082,0.116,1.11928991894851e-12,"GALNT10"
4.58826374941856e-17,-0.452689602082844,0.344,0.388,1.29925864592285e-12,"LIMCH1"
4.85777928053811e-17,-0.588102220356965,0.104,0.142,1.37557735886998e-12,"ZNF608"
7.78963462758226e-17,-0.744390582872417,0.163,0.204,2.20579083749247e-12,"TSPAN7"
